name,id,Tc,Cuprate,Fe-based
Li1Fe0.925Co0.075As1,2927.0,7.66,0,1
Li1Fe0.95Co0.05As1,8471.0,10.8,0,1
Li1Fe0.98Cu0.02As1,6469.0,9.3,0,1
Li1Fe1As1,4350.857142857143,16.942857142857143,0,1
Li1Fe1P1,3416.0,4.86,0,1
Li1Hf0.2Zr0.8N1Cl1,4654.0,18.2,0,0
Li1Hf0.5Zr0.5N1Cl1,2319.0,21.0,0,0
Li1Hf1N1Cl0.525Br0.475,2633.0,22.7,0,0
Li1Pb1,9873.0,7.2,0,0
Li1Ti1,9263.0,0.0,0,0
Li1Ti2O4,5698.6,12.059999999999999,0,0
Li1V2O4,4588.0,0.0,0,0
Li1Zr1N1Cl0.75Br0.25,7212.0,14.4,0,0
Li2.6Ti1.9O4,1389.0,11.2,0,0
Li2B1Pd3,2664.0,7.61,0,0
Li2Be1H4,1796.0,0.0,0,0
Li2Cs1C60,5743.0,12.0,0,0
Li2Pd1.5Pt1.5B1,3148.0,4.36,0,0
Li2Pd2.85Ni0.15B1,6709.5,7.745,0,0
Li2Pd3B0.9Al0.1,8985.0,7.49,0,0
Li2Pd3B1,6335.666666666667,7.1433333333333335,0,0
Li2Pt3B0.99Al0.01,3958.0,2.86,0,0
Li3Mo15Se19,5851.0,3.5,0,0
Li7Mo15Se19,5260.0,0.0,0,0
Lu0.255Ho0.745Rh4B4,6655.0,0.0,0,0
Lu0.25Dy0.75Ni2B2C1,5363.0,0.0,0,0
Lu0.2Pr0.8Ba1.7Sr0.3Cu3O6.88,3184.0,0.0,1,0
Lu0.3Pr0.7Ba1.7Sr0.3Cu3O6.9,9013.0,0.0,1,0
Lu0.5Y0.5Ni2B2C1,604.0,14.9,0,0
Lu0.65Er0.35Ru1B2,1640.0,6.94,0,0
Lu0.65Pr0.35Ba1.7Sr0.3Cu3O6.93,1220.0,52.0,1,0
Lu0.6Dy0.4Ni2B2C1,6733.0,7.5,0,0
Lu0.6Er0.4Ru1B2,259.0,6.295,0,0
Lu0.6Pr0.4Ba1.7Sr0.3Cu3O6.91,6737.0,47.0,1,0
Lu0.6Tm0.4Ru1B2,3352.0,4.31,0,0
Lu0.772Dy0.228Ni2B2C1,5735.0,11.77,0,0
Lu0.7Ca0.3Ba2Cu3O6.78,8665.0,54.0,1,0
Lu0.81Gd0.19Ni2B2C1,8705.0,6.155,0,0
Lu0.88Gd0.12Ni2B2C1,3373.0,7.3,0,0
Lu0.8Ca0.2Ba2Cu3O6.68,5995.0,78.0,1,0
Lu0.8Dy0.2Ni2B2C1,1986.0,11.8,0,0
Lu0.8Dy0.2Ru1B2,1310.0,5.07,0,0
Lu0.8Gd0.2Ru1B2,9756.0,4.84,0,0
Lu0.8Ho0.2Ru1B2,3857.0,6.46,0,0
Lu0.8Pr0.2Ba2Cu3O7,5648.0,86.8,1,0
Lu0.8Tm0.2Ru1B2,3464.0,7.28,0,0
Lu0.9Dy0.1Ru1B2,7759.0,7.34,0,0
Lu0.9Ho0.1Ru1B2,342.0,7.53,0,0
Lu0.9Pr0.1Ba1.7Sr0.3Cu3O6.95,6820.0,79.0,1,0
Lu1,8016.0,12.2,0,0
Lu1.8Ba0.2Cu1O4,9171.0,71.9,1,0
Lu1.96Sc0.04Ir3Si5,1807.0,2.8,0,0
Lu1.9Dy0.1Fe3Si5,6725.0,3.77,0,1
Lu1.9Sc0.1Ir3Si5,4481.0,3.2,0,0
Lu1Ba1Sr1Cu3O6.94,4293.0,54.0,1,0
Lu1Ba2Cu3O7,5122.0,89.05,1,0
Lu1Fe3Si5,7607.0,6.0,0,1
Lu1Fe4P12,9671.0,0.0,0,1
Lu1Ir3B2,5440.0,0.0,0,0
Lu1Ni0.91Co0.18B2C1,8256.0,8.8,0,0
Lu1Ni0.9Cu0.1B1C1,2590.0,3.3,0,0
Lu1Ni1.81Co0.38B2C1,7421.0,2.9,0,0
Lu1Ni1.83Co0.34B2C1,322.0,3.8,0,0
Lu1Ni1.87Co0.26B2C1,807.0,6.0,0,0
Lu1Ni1.8Co0.4B2C1,6740.0,2.6,0,0
Lu1Ni1.93Co0.14B2C1,2116.0,10.5,0,0
Lu1Ni1.95Co0.1B2C1,9221.0,12.3,0,0
Lu1Ni1B0.8C1.2,116.0,3.2,0,0
Lu1Ni1B0.95C0.95,4392.0,2.5,0,0
Lu1Ni1B0.9C1.1,3313.0,2.9,0,0
Lu1Ni1B1.1C0.9,3568.0,2.4,0,0
Lu1Ni2B2C1,4302.1,16.06,0,0
Lu1Os1B2,6641.0,2.66,0,0
Lu1Os2,1978.0,3.49,0,0
Lu1Os3B2,353.0,4.62,0,0
Lu1Pd2Si2,6759.0,0.67,0,0
Lu1Pd2Sn1,2594.0,3.02,0,0
Lu1Pt1Bi1,7003.0,1.0,0,0
Lu1Re2,2158.0,1.7,0,0
Lu1Rh1.2Sn4,5288.0,4.0,0,0
Lu1Rh1Sb1,8967.0,0.0,0,0
Lu1Rh2,5892.0,0.0,0,0
Lu1Rh2Si2,6553.0,0.0,0,0
Lu1Rh3B2,6900.0,0.0,0,0
Lu1Rh4B4,5109.0,10.9638,0,0
Lu1Rh5,3430.0,0.49,0,0
Lu1Ru1B2,4092.0,9.83,0,0
Lu1Ru2,6772.0,0.86,0,0
Lu1Ru2Si2,4883.0,2.4,0,0
Lu1S1,8899.0,1.1,0,0
Lu1Sc4Ir4Si10,4569.0,7.68,0,0
Lu1Se1,7969.0,0.56,0,0
Lu1Te1,7471.0,0.0,0,0
Lu2Fe3Si5,3454.4,5.8100000000000005,0,1
Lu2Ir2.7Rh0.3Si5,8099.0,3.1,0,0
Lu2Ir2.91Rh0.09Si5,4770.0,3.8,0,0
Lu2Ir2.97Rh0.03Si5,4458.0,4.6,0,0
Lu2Ir3Si4.5Ge0.5,5590.0,5.2,0,0
Lu2Ir3Si4Ge1,6336.0,3.6,0,0
Lu2Os3Si5,5804.0,0.0,0,0
Lu3.5Sc1.5Ir4Si10,1228.5,7.665,0,0
Lu3Ru4Ge13,8119.0,2.3,0,0
Lu3Si5,8993.0,7.0,0,0
Lu4.5Er0.5Ir4Si10,2529.0,2.74,0,0
Lu4.5Th0.5Ir4Si10,6066.0,4.88,0,0
Lu4.5Tm0.5Ir4Si10,7251.0,2.84,0,0
Lu4.75Sc0.25Ir4Si10,8089.0,6.06,0,0
Lu4.95Sc0.05Ir4Si10,2659.0,4.5,0,0
Lu4Ir6Sn19,1545.0,3.2,0,0
Lu4Os6Sn19,7014.0,1.8,0,0
Lu5Ir2.8Rh1.2Si10,9834.0,5.66,0,0
Lu5Ir3.12Rh0.88Si10,1661.0,5.8,0,0
Lu5Ir3.44Rh0.56Si10,8367.0,5.72,0,0
Lu5Ir4Ge10,2562.0,2.6,0,0
Lu5Ir4Si10,5320.0,3.91,0,0
Lu5Ir4Si9C1,8726.0,3.74,0,0
Lu5Ir4Si9Ge1,7526.0,6.38,0,0
M0.125Ti1S2,1033.0,0.0,0,0
M0.165Ta1S2,1948.0,1.95,0,0
M0.167Nb1S2,3835.0,3.5,0,0
M0.17Ta0.3W0.7S2,642.0,0.0,0,0
M0.17Ta0.8W0.2S2,7373.0,2.0,0,0
M0.17Ti1S2,8828.0,0.0,0,0
M0.23Ti1N1Cl1,8598.0,10.5,0,0
M0.255Ta1S2,7716.0,3.15,0,0
M0.25Ta1S2,4773.0,2.75,0,0
M0.26Ta1S2,4243.0,1.6,0,0
M0.29Ta1S2,1878.0,3.0,0,0
M0.2Ta1S2,1398.0,2.15,0,0
M0.48Ta1S1.6Se0.4,3737.0,2.8,0,0
M0.51Ta1S2,901.0,3.4,0,0
M0.5Nb1S2,4100.0,4.0,0,0
M0.5Ta1S2,2630.0,3.55,0,0
M0.62Os0.38,4393.0,5.65,0,0
M1K0.4Fe1Se1,8414.0,27.2,0,1
M1Mo1S2,5558.0,5.7,0,0
M1Na0.3Fe1Se0.5Te0.5,8465.0,27.0,0,1
M1Ta1S2,4986.294117647059,3.761764705882353,0,0
M1Ti1N1Cl1,3982.0,14.875,0,0
M1W1S2,9687.0,3.5,0,0
Mg0.3Hf1N1Cl1,5097.0,25.0,0,0
Mg0.3M1Zr1N1Cl1,8473.0,15.0,0,0
Mg0.4Al0.6B2,6070.0,12.0,0,0
Mg0.55Al0.225Li0.225B2,62.0,25.6,0,0
Mg0.5Al0.5B2,6675.0,12.9,0,0
Mg0.6Al0.4B2,5093.0,12.2,0,0
Mg0.6Ti0.4B2,165.0,37.5,0,0
Mg0.75Al0.25B2,9536.0,30.2,0,0
Mg0.75Li0.25B2,3253.0,33.7,0,0
Mg0.79Al0.21B2,3066.0,27.1,0,0
Mg0.7Be0.3B2,1770.0,39.0,0,0
Mg0.7Li0.15Al0.15B2,5244.0,25.1,0,0
Mg0.815Al0.092B2,3019.0,32.0,0,0
Mg0.815Al0.09B2,140.0,32.7,0,0
Mg0.815Al0.185B2,25.0,25.3,0,0
Mg0.81Al0.19B2,7683.0,30.8,0,0
Mg0.82Al0.18B2,7864.0,33.5,0,0
Mg0.85Al0.15B2,4075.0,31.5,0,0
Mg0.85Tl0.15,1260.0,0.0,0,0
Mg0.85Zn0.15C1Ni3,8727.0,4.12,0,0
Mg0.8Al0.2B2,4049.75,25.775,0,0
Mg0.8Cu0.2B2,6977.0,38.6,0,0
Mg0.8Zn0.2C1.05Ni3,1122.0,4.0,0,0
Mg0.91Li0.09B1.84C0.16,740.0,30.15,0,0
Mg0.927Al0.073B1,6874.0,33.0,0,0
Mg0.94Ir0.06B2,370.0,28.1,0,0
Mg0.956Al0.044B2,726.0,34.0,0,0
Mg0.95Al0.025Li0.025B2,6761.0,37.0,0,0
Mg0.95Cr0.05B2,563.0,0.0,0,0
Mg0.95Zn0.025Al0.025B2,4823.0,38.5,0,0
Mg0.96Mn0.04B2,5018.0,32.3,0,0
Mg0.978Al0.022B2,1702.0,34.7,0,0
Mg0.97Cu0.03B2,4177.0,37.58,0,0
Mg0.97Zn0.03,8145.0,0.0,0,0
Mg0.983Al0.017B1,9580.0,35.9,0,0
Mg0.988Fe0.012B2,4016.0,34.9,0,0
Mg0.98Pb0.02B2,4315.0,35.5,0,0
Mg0.997Fe0.003B2,7871.0,37.9,0,0
Mg0.99Al0.01B2,4456.0,37.95,0,0
Mg0.99Co0.01B2,8285.0,38.7,0,0
Mg0.99Pb0.01B2,8769.0,35.9,0,0
Mg0.99Ti0.01B2,4838.0,38.6,0,0
Mg0.9Al0.1B2,6798.5,33.25,0,0
Mg0.9Li0.1B2,4135.0,35.55,0,0
Mg0.9Ti0.1B2,827.0,38.3,0,0
Mg0.9Zn0.05Al0.05B2,8081.0,38.5,0,0
Mg0.9Zr0.1B2,3364.0,37.3,0,0
Mg1.2C1.6Ni3,1869.0,7.3,0,0
Mg1.4Al0.6Si1,3538.0,6.0,0,0
Mg1.8Cu0.2B12,3491.0,36.5,0,0
Mg1.9Cu0.1B12,8731.0,37.3,0,0
Mg1B0.9C0.1,5932.0,30.0,0,0
Mg1B1.5C0.5,4970.0,28.3,0,0
Mg1B1.6Be0.4,5100.0,20.9,0,0
Mg1B1.6C0.4,2193.0,33.3,0,0
Mg1B1.736C0.264,864.0,17.6,0,0
Mg1B1.826C0.174,3516.0,30.8,0,0
Mg1B1.84F0.16,5803.0,16.0,0,0
Mg1B1.874C0.126,1805.0,33.3,0,0
Mg1B1.87C0.13,6547.0,28.0,0,0
Mg1B1.88C0.12,2955.0,32.9,0,0
Mg1B1.896C0.104,7380.0,35.0,0,0
Mg1B1.924C0.076,5604.666666666667,36.13333333333333,0,0
Mg1B1.94C0.06,4219.0,34.8,0,0
Mg1B1.96C0.04,6179.0,36.1,0,0
Mg1B1.98C0.02,1538.0,38.4,0,0
Mg1B1.9C0.1,3363.0,30.6,0,0
Mg1C0.85Ni3,1845.0,0.0,0,0
Mg1C0.885B0.04Ni3,5332.0,6.97,0,0
Mg1C0.925Ni3,4014.0,7.09,0,0
Mg1C0.978Ni3,3197.0,7.3,0,0
Mg1C1.5Ni3,3461.0,7.9,0,0
Mg1C1Ni2.5Ru0.5,6021.0,0.0,0,0
Mg1C1Ni2.7Fe0.3,787.0,6.88,0,0
Mg1C1Ni2.7Ru0.3,4996.0,2.8,0,0
Mg1C1Ni2.8Ru0.2,6240.0,3.49,0,0
Mg1C1Ni2.98Ru0.02,7362.0,6.5,0,0
Mg1C1Ni2.995Ru0.005,358.0,6.91,0,0
Mg1C1Ni2.99Mn0.01,748.0,0.0,0,0
Mg1C1Ni2.99Ru0.01,8025.0,6.71,0,0
Mg1C1Ni3,5174.5,6.83625,0,0
Mg1Co1Ni2.91Co0.09,507.0,6.0,0,0
Mg1Mo6S7,8998.0,2.72,0,0
Mg1Y1,5951.0,0.0,0,0
Mg1Zn1,2639.0,0.92,0,0
Mg24Y5,7320.0,0.0,0,0
Mg4Ni6B2,3645.0,4.0,0,0
Mg6Ni16Si7,3571.0,0.0,0,0
Mn0.02Ti0.98,3400.0,1.9,0,0
Mn0.03Si1V2.97,1871.0,16.25,0,0
Mn0.1Fe0.9Se0.85,2188.0,11.0,0,1
Mn0.33Ni0.67U6,9902.0,1.6,0,0
Mn0.63Mo0.37,3219.0,0.0,0,0
Mn0.73Mo0.27,5446.0,0.0,0,0
Mn1Ni1Zr1,8533.0,0.0,0,0
Mn1Sb1,6742.0,0.0,0,0
Mn1U6,8939.0,2.32,0,0
Mn2.91V0.09Si1,9062.0,0.0,0,0
Mn2O3,5694.0,0.0,0,0
Mo0.0006Re0.9994,7153.0,1.697,0,0
Mo0.006U0.944,3266.0,1.2,0,0
Mo0.02Nb0.98,8405.0,8.58,0,0
Mo0.04Ti0.96,9435.0,2.0,0,0
Mo0.059Zr0.941,2082.0,4.15,0,0
Mo0.0708Ti0.9292,6538.0,2.8,0,0
Mo0.0905Ti0.9095,8185.0,3.05,0,0
Mo0.15Nb0.68Pd0.17,8699.0,1.22,0,0
Mo0.15Nb0.85,4449.5,5.574999999999999,0,0
Mo0.15Pa0.85,2726.0,3.08,0,0
Mo0.16Ti0.84,4143.0,4.18,0,0
Mo0.17Zr0.53,3477.0,0.0,0,0
Mo0.18Tc0.82,7455.0,13.7,0,0
Mo0.18U0.82,3026.0,2.115,0,0
Mo0.1Tc0.9,7587.0,13.4,0,0
Mo0.1Ti0.9,7805.0,3.25,0,0
Mo0.1W0.9C1,9647.0,9.0,0,0
Mo0.22U0.78,253.0,2.06,0,0
Mo0.23Re0.77,7007.0,9.25,0,0
Mo0.25Ru0.75,2149.0,2.6,0,0
Mo0.28Re0.72,6316.0,6.5,0,0
Mo0.28Rh0.72,2323.0,0.03,0,0
Mo0.2Nb0.608Pd0.192,9217.0,1.34,0,0
Mo0.2Ru0.8,939.0,1.66,0,0
Mo0.2U0.8,6003.0,2.113,0,0
Mo0.35Pt0.075Re0.375,7636.0,10.6,0,0
Mo0.3Si1,176.0,11.7,0,0
Mo0.3Tc0.7,5881.0,12.0,0,0
Mo0.3V0.7,3328.0,0.76,0,0
Mo0.45Re0.55,5932.5,6.1850000000000005,0,0
Mo0.4Rh0.6,2092.0,0.91,0,0
Mo0.4Tc0.6,7295.0,14.7,0,0
Mo0.52Re0.48,1478.0,11.1,0,0
Mo0.57Re0.43,8856.0,10.0,0,0
Mo0.5Pt0.05Re0.45,4226.0,5.32,0,0
Mo0.5Re0.395,8854.0,10.6,0,0
Mo0.5Re0.5,5180.0,6.5,0,0
Mo0.5Rh0.5,2241.0,1.91,0,0
Mo0.5Tc0.5,4575.0,0.0,0,0
Mo0.5V0.5,2404.0,0.11,0,0
Mo0.61Ru0.39,5997.0,7.18,0,0
Mo0.65Pt0.1Re0.25,252.0,7.4,0,0
Mo0.6Pt0.1Re0.3,386.0,8.5,0,0
Mo0.6Re0.4,7018.0,12.0,0,0
Mo0.6Ru0.4,797.0,7.85,0,0
Mo0.724Zr0.276,6222.0,0.0,0,0
Mo0.7Nb0.3,9896.0,0.016,0,0
Mo0.7Pt0.075Re0.225,1046.0,7.4,0,0
Mo0.815Pt0.185,7208.0,4.62,0,0
Mo0.815Re0.185,6595.0,8.27,0,0
Mo0.81Pt0.19,7445.0,4.53,0,0
Mo0.84Zr0.16C1,7431.0,11.0,0,0
Mo0.865Re0.135,1930.0,6.1,0,0
Mo0.8736Zr0.0364B2,8549.0,7.92,0,0
Mo0.8Hf0.2C1,8523.0,11.4,0,0
Mo0.8Nb0.2,3825.0,0.095,0,0
Mo0.8Pt0.2,833.0,4.56,0,0
Mo0.8V0.2C1,366.0,12.8,0,0
Mo0.8W0.2C1,2328.0,12.0,0,0
Mo0.913Ti0.037,6507.0,2.95,0,0
Mo0.91Ti0.09,2813.0,2.95,0,0
Mo0.93Pt0.17,5626.0,2.8,0,0
Mo0.94Fe0.06Ga4,526.0,2.6,0,0
Mo0.95Hf0.05C0.65,4365.0,8.81,0,0
Mo0.95Hf0.05C0.73,5784.0,12.0,0,0
Mo0.95Hf0.05C0.75,296.0,14.2,0,0
Mo0.95Hf0.05C1,1553.0,12.7,0,0
Mo0.95V0.05C1,6906.0,13.9,0,0
Mo0.96Ru0.04Ga4,8223.0,7.63,0,0
Mo0.97Fe0.03Ga4,7537.0,5.13,0,0
Mo0.99Si1V2.01,880.0,0.0,0,0
Mo0.9Re0.1,8602.0,2.92,0,0
Mo0.9W0.1C1,2228.0,11.7,0,0
Mo1,4522.5,0.916,0,0
Mo1.75Ru1.25B2,410.0,3.7,0,0
Mo1.85Nb0.15B1C1,835.0,6.2,0,0
Mo1.935Zr0.065B1C1,3452.0,6.2,0,0
Mo1.965Zr0.035B1C1,9667.0,6.9,0,0
Mo1.9Nb0.1B1C1,6327.0,6.7,0,0
Mo1B0.01C0.82,9760.0,12.2,0,0
Mo1B0.05C0.82,7967.0,11.5,0,0
Mo1N1,7556.333333333333,9.9,0,0
Mo1Os2,4831.0,5.2,0,0
Mo1Rh1,8540.0,1.97,0,0
Mo1Ru1P1,3015.0,15.5,0,0
Mo1S2,4198.0,0.0,0,0
Mo1Se2,6410.0,0.0,0,0
Mo1Sr2Eu1.5Ce1Cu2O10,5875.0,23.0,1,0
Mo1Sr2Gd1.5Ce1Cu2O10,2037.0,0.0,1,0
Mo1Sr2Ho1.5Ce1Cu2O10,2125.0,0.0,1,0
Mo1Sr2Nd1.5Ce1Cu2O10,9646.0,0.0,1,0
Mo1Sr2Sm1.5Ce1Cu2O10,30.0,18.0,1,0
Mo1Sr2Yb1.5Ce1Cu2O10,1164.0,0.0,1,0
Mo1Te2,1245.0,0.3,0,0
Mo2Re4Se8,8281.0,0.0,0,0
Mo3.95Zr96.05,6942.0,2.53,0,0
Mo30Re70,3395.0,7.62,0,0
Mo32Ru48P20,1691.0,4.68,0,0
Mo3O5,2869.0,7.2,0,0
Mo3Os1,7941.0,7.2,0,0
Mo3P1,5177.0,5.31,0,0
Mo3Sb4,6982.0,2.1,0,0
Mo3Sb7,4012.5,2.25,0,0
Mo3Si1,4875.0,1.402,0,0
Mo3Si1.3,1138.0,1.3,0,0
Mo3Si2,5025.0,0.0,0,0
Mo3Sn1,2212.0,0.0,0,0
Mo4.66Rh1.33Te8,927.0,0.0,0,0
Mo48Ru32P20,1338.0,6.18,0,0
Mo4P3,5526.0,3.0,0,0
Mo5.1Pb0.9S6,9019.0,13.2,0,0
Mo5.25Nb0.75Se8,1026.0,6.2,0,0
Mo5.25Nb0.75Te8,2107.0,0.0,0,0
Mo5.5Ru0.5Se8,1427.0,5.43,0,0
Mo5P1B2,1041.0,8.7,0,0
Mo5Pb1S7,9977.0,12.5,0,0
Mo5S6Zn1,4707.0,3.2,0,0
Mo6.35Pb0.9S8Sn0.12,1584.0,11.0,0,0
Mo6.35Pb1S8,9008.0,12.6,0,0
Mo6.3Pb1S6Se2,6596.0,5.4,0,0
Mo6Pb0.92S7.5,1942.0,14.6,0,0
Mo6S6I2,66.0,13.0,0,0
Mo6Se5Cl3,8383.0,5.7,0,0
Mo6Se5I3,5345.0,4.2,0,0
Mo6Se6.5Cl1.5,8194.0,6.49,0,0
Mo6Se6Cl2,781.0,6.39,0,0
Mo6Se7.3S0.7,629.0,5.03,0,0
Mo6Se7.5Cl0.5,9661.0,6.33,0,0
Mo6Se7.7Te0.3,5950.0,6.66,0,0
Mo6Se7.85S0.15,5820.0,6.3,0,0
Mo6Se7Cl1,2303.0,6.52,0,0
Mo6Se8,3439.5,6.305,0,0
Mo6Te5Br3,4895.0,0.0,0,0
Mo6Te5I3,9757.0,2.4,0,0
Mo6Te6Cl2,8110.0,0.0,0,0
Mo6Te8,3158.0,0.0,0,0
Mo7Re13B1,5408.0,8.3,0,0
Mo7Re13C1,6048.0,8.1,0,0
Mo8.75Zr91.25,2353.0,5.0,0,0
Mo80P10B10,6559.0,9.0,0,0
N0.3S0.7,4112.0,0.26,0,0
N0.78Nb1,2622.0,10.5,0,0
N0.84Nb1,4930.0,13.5,0,0
N0.87H2.61Na1K2C60,9451.0,11.0,0,0
N0.89Nb1,8095.0,12.1,0,0
N0.8H2.4Na1Rb2C60,7513.0,15.2,0,0
N0.8Nb1,6063.0,8.9,0,0
N0.8V1,9315.0,4.54,0,0
N0.93Nb0.85Zr0.15,4219.0,13.8,0,0
N0.98Pr1,8305.0,0.0,0,0
N0.998Nb1O0.002,6928.0,17.3,0,0
N0.9Nb0.114Ti0.886,9662.0,10.1,0,0
N1.07Nb1,8693.0,14.4,0,0
N12.8Nb1,8801.0,16.1,0,0
N1H3Na1K2C60,9213.0,8.0,0,0
N1H3Rb3C60,2044.0,0.0,0,0
N1Nb1,5875.2,12.52,0,0
N1Nb2,4098.0,8.6,0,0
N1S1,5443.0,0.26,0,0
N1Se1,1987.0,0.0,0,0
N1Ta1,8650.0,4.84,0,0
N1Ti1,8120.5,5.175000000000001,0,0
N1V1,6370.0,8.32,0,0
N1Zr1,7154.0,9.8,0,0
Na0.016Pb0.984,8816.0,0.0,0,0
Na0.05Ta1S2,538.0,4.0,0,0
Na0.086Pb0.914,7039.0,0.0,0,0
Na0.16M1Ti1N1Cl1,7650.0,8.8,0,0
Na0.18Hf1N1Cl1,4638.0,22.0,0,0
Na0.22Co1H1.8O2.85,3345.0,4.4,0,0
Na0.23M1Ti1N1Br1,5311.0,11.0,0,0
Na0.26Co1H2.6O3.3,8877.0,2.4,0,0
Na0.28Co1H2.6O3.3,6647.0,4.21,0,0
Na0.28Hf1N1Cl1,3102.0,23.0,0,0
Na0.28O3W1,3629.0,0.56,0,0
Na0.28Pb0.72,2569.0,7.2,0,0
Na0.2O3W1,5396.0,0.55,0,0
Na0.31Co1D2.5O3.25,128.0,4.5,0,0
Na0.31Co1H2.6O3.3,7802.0,4.255,0,0
Na0.33H2.86Co1O3.42,5825.0,4.5,0,0
Na0.35Co1D1.4O2,941.0,4.7,0,0
Na0.35Co1H2.6O3.3,5649.0,4.766666666666667,0,0
Na0.35Co1O2,5061.0,0.0,0,0
Na0.38Co1H2.6O3.3,7289.0,2.8,0,0
Na0.3Co0.995Mn0.005H2.6O3.3,6922.0,4.05,0,0
Na0.3Co1H2.6O3.3,3678.0,4.6000000000000005,0,0
Na0.3M1Fe2Se2,3801.0,43.0,0,1
Na0.3Mo1O3,2576.0,0.0,0,0
Na0.3Pb1Ta2S5,5116.0,3.7,0,0
Na0.3Re1O3,1660.0,0.0,0,0
Na0.4Bi1Ta2S5,127.0,0.0,0,0
Na0.4H3.6Sb1.16S5.16Ta2O1.8,2243.0,3.5,0,0
Na0.5M1Fe1Se1,6051.0,31.0,0,1
Na0.6Co1O2,3440.0,0.0,0,0
Na0.75Zr1N1Cl1,467.0,14.3,0,0
Na0.8M0.6Fe1.86Se1.4S0.6,6721.0,39.2,0,1
Na0.8M0.6Fe1.86Se2,3004.0,45.2,0,1
Na14Si36,3884.0,0.0,0,0
Na1Al1Si1,5235.0,7.4,0,0
Na1Fe0.891Co0.109As1,3734.0,0.0,0,1
Na1Fe0.925Co0.075As1,3065.0,10.6,0,1
Na1Fe0.92Co0.08As1,4284.0,7.53,0,1
Na1Fe0.939Co0.061As1,1379.0,13.4,0,1
Na1Fe0.975Co0.025As1,3078.0,21.0,0,1
Na1Fe0.975Ni0.025As1,2015.0,15.4,0,1
Na1Fe0.985Co0.015As1,1224.0,19.9,0,1
Na1Fe0.9875Co0.0125As1,9070.0,13.9,0,1
Na1Fe1As1,3108.0,9.58,0,1
Na1M1Fe2Se2,4590.0,45.0,0,1
Na1N1C60,5006.0,14.7,0,0
Na1Pb3,3708.0,5.62,0,0
Na1Te1,584.0,0.0,0,0
Na2Cs1C60,4288.25,11.45,0,0
Na2Mo15Se19,1567.0,0.0,0,0
Na2Rb0.5Cs0.5C60,5315.0,8.4,0,0
Na2Rb0.75Cs0.25C60,9846.0,5.2,0,0
Na2Rb1C60,2942.0,3.4,0,0
Na3Mo15Se19,4245.0,0.0,0,0
Na3N1C60,2879.0,14.7,0,0
Na4H4C60,9482.0,15.0,0,0
Nb0.005Zr0.995,8924.0,1.86,0,0
Nb0.016Ta0.984,1049.0,4.47,0,0
Nb0.025Ta0.975,1784.0,4.465,0,0
Nb0.03Si1V2.97,4742.0,15.8,0,0
Nb0.05Re0.75Ta0.2,9196.0,9.8,0,0
Nb0.06Tc0.94,4312.0,12.8,0,0
Nb0.13Zr0.87,7394.0,6.42,0,0
Nb0.14Ta0.86,3988.0,4.76,0,0
Nb0.15Mo0.85C1,8049.0,11.673,0,0
Nb0.15V0.85,3690.0,4.3,0,0
Nb0.15Zr0.85,9155.0,6.5,0,0
Nb0.18Re0.82,6084.0,9.3,0,0
Nb0.25Ti0.75N0.98,8624.0,10.5,0,0
Nb0.29Re0.71,5664.0,5.6,0,0
Nb0.2Rr0.8,4750.0,9.1,0,0
Nb0.2Zr0.8,1867.0,8.0,0,0
Nb0.31Ta0.06Ti0.62,9746.0,9.0,0,0
Nb0.35Ti0.64W0.01,3436.0,0.0,0,0
Nb0.35Ti0.65N0.97,1903.0,13.2,0,0
Nb0.35Zr0.2Ti0.45,9462.0,0.0,0,0
Nb0.35Zr0.35Ti0.3,1392.0,0.0,0,0
Nb0.35Zr0.65,4747.0,9.45,0,0
Nb0.38Re0.62,5301.5,2.4400000000000004,0,0
Nb0.3Mo0.7C1,7128.0,12.1,0,0
Nb0.42Ta0.04Ti0.5Hf0.04,2054.0,0.0,0,0
Nb0.42Tc0.58,4505.0,10.9,0,0
Nb0.44Ti0.56,161.0,8.99,0,0
Nb0.4Re0.6,6200.5,2.36,0,0
Nb0.4Ta0.6,3045.0,5.54,0,0
Nb0.4Ta0.6C1,8.0,9.7,0,0
Nb0.4Ti0.52Hf0.04V0.04,2895.0,0.0,0,0
Nb0.4Ti0.6,8357.0,0.0,0,0
Nb0.51Mo0.49C1,2179.0,12.22,0,0
Nb0.55V0.45,8270.0,4.11,0,0
Nb0.5Mo0.5C1,2150.0,13.1,0,0
Nb0.5Os0.5,8090.0,2.86,0,0
Nb0.5Re0.5,8533.0,2.0,0,0
Nb0.5Sn0.5,8984.0,17.705,0,0
Nb0.5Ti0.1Zr0.4,7996.0,10.3,0,0
Nb0.5Ti0.45Zr0.05,42.0,0.0,0,0
Nb0.5V1.5Zr1,7981.0,4.3,0,0
Nb0.625Sn0.25Ta0.125,8513.0,17.6,0,0
Nb0.625Sn0.25V0.125,7545.0,14.2,0,0
Nb0.63Si0.37,2803.0,0.0,0,0
Nb0.63Ta0.37,1824.0,6.84,0,0
Nb0.66Zr0.33,6431.0,10.8,0,0
Nb0.67Zr0.11Hf0.11Ti0.11,1816.0,0.0,0,0
Nb0.68Zr0.32,5865.0,10.05,0,0
Nb0.69Sn0.25Ta0.06,709.0,17.8,0,0
Nb0.69Tc0.31,6925.0,0.0,0,0
Nb0.6Os0.4,8508.0,1.78,0,0
